train_loss,epoch,created_at
16.09185028076172,0,2020-02-03 13:28:49.965194
16.09031105041504,1,2020-02-03 13:29:23.608031
16.08838653564453,2,2020-02-03 13:29:57.448355
16.08656120300293,3,2020-02-03 13:30:33.232885
16.0853214263916,4,2020-02-03 13:31:10.754788
16.084867477416992,5,2020-02-03 13:31:47.338228
16.084657669067383,6,2020-02-03 13:32:22.983811
16.08417510986328,7,2020-02-03 13:32:56.773069
16.083616256713867,8,2020-02-03 13:33:31.408431
16.083269119262695,9,2020-02-03 13:34:06.029593
16.0831356048584,10,2020-02-03 13:34:40.594235
16.083097457885742,11,2020-02-03 13:35:14.367474
16.08304786682129,12,2020-02-03 13:35:49.201148
16.082984924316406,13,2020-02-03 13:36:24.842381
16.082874298095703,14,2020-02-03 13:37:00.319521
16.082761764526367,15,2020-02-03 13:37:35.119756
16.08265495300293,16,2020-02-03 13:38:09.161177
16.08258819580078,17,2020-02-03 13:38:42.507379
16.082555770874023,18,2020-02-03 13:39:18.128027
16.082557678222656,19,2020-02-03 13:39:54.588733
16.08256721496582,20,2020-02-03 13:40:31.476698
16.08255958557129,21,2020-02-03 13:41:07.115677
16.08252716064453,22,2020-02-03 13:41:44.342001
16.082494735717773,23,2020-02-03 13:42:19.770350
16.082456588745117,24,2020-02-03 13:42:55.463800
16.082433700561523,25,2020-02-03 13:43:31.510398
16.08242416381836,26,2020-02-03 13:44:07.925942
16.082416534423828,27,2020-02-03 13:44:44.921193
16.082427978515625,28,2020-02-03 13:45:20.139439
