train_loss,epoch,created_at
15.9068021774292,0,2020-02-03 15:24:38.959178
15.901079177856445,1,2020-02-03 15:25:15.147721
15.899940490722656,2,2020-02-03 15:25:51.111276
15.898871421813965,3,2020-02-03 15:26:29.157800
15.897531509399414,4,2020-02-03 15:27:05.838668
15.895989418029785,5,2020-02-03 15:27:41.532581
15.894400596618652,6,2020-02-03 15:28:17.484857
15.89306354522705,7,2020-02-03 15:28:53.300552
15.892268180847168,8,2020-02-03 15:29:29.712345
15.891987800598145,9,2020-02-03 15:30:06.220826
15.891813278198242,10,2020-02-03 15:30:42.035692
15.891454696655273,11,2020-02-03 15:31:18.112995
15.890978813171387,12,2020-02-03 15:31:54.592684
15.890539169311523,13,2020-02-03 15:32:30.767011
15.890219688415527,14,2020-02-03 15:33:07.658588
15.890045166015625,15,2020-02-03 15:33:44.796179
15.889947891235352,16,2020-02-03 15:34:22.161062
15.889888763427734,17,2020-02-03 15:34:59.284422
15.889826774597168,18,2020-02-03 15:35:36.251803
15.889756202697754,19,2020-02-03 15:36:13.317386
15.889686584472656,20,2020-02-03 15:36:49.858230
15.889598846435547,21,2020-02-03 15:37:26.251760
15.88952922821045,22,2020-02-03 15:38:02.275104
15.889486312866211,23,2020-02-03 15:38:38.655481
15.889455795288086,24,2020-02-03 15:39:15.071492
15.889444351196289,25,2020-02-03 15:39:51.586000
15.889447212219238,26,2020-02-03 15:40:28.822355
15.889439582824707,27,2020-02-03 15:41:06.620245
15.889416694641113,28,2020-02-03 15:41:42.790751
15.889383316040039,29,2020-02-03 15:42:18.871115
15.889357566833496,30,2020-02-03 15:42:55.054938
15.889335632324219,31,2020-02-03 15:43:31.877918
15.889321327209473,32,2020-02-03 15:44:09.426842
15.88931941986084,33,2020-02-03 15:44:46.682133
15.889313697814941,34,2020-02-03 15:45:23.393124
15.889301300048828,35,2020-02-03 15:46:00.412496
15.889302253723145,36,2020-02-03 15:46:38.556573
15.889281272888184,37,2020-02-03 15:47:16.671735
15.889274597167969,38,2020-02-03 15:47:56.433015
15.889252662658691,39,2020-02-03 15:48:36.398062
15.88924503326416,40,2020-02-03 15:49:16.476007
15.889240264892578,41,2020-02-03 15:49:55.331767
15.88924503326416,42,2020-02-03 15:50:32.917794
15.88924789428711,43,2020-02-03 15:51:10.329313
15.889240264892578,44,2020-02-03 15:51:49.399317
15.889238357543945,45,2020-02-03 15:52:28.331195
15.88922119140625,46,2020-02-03 15:53:06.317466
15.889215469360352,47,2020-02-03 15:53:44.658918
15.889215469360352,48,2020-02-03 15:54:23.172863
15.889212608337402,49,2020-02-03 15:55:02.508666
15.889215469360352,50,2020-02-03 15:55:42.384798
15.88920783996582,51,2020-02-03 15:56:22.853434
15.889213562011719,52,2020-02-03 15:57:03.762128
15.889199256896973,53,2020-02-03 15:57:42.009156
15.889191627502441,54,2020-02-03 15:58:21.833263
15.889198303222656,55,2020-02-03 15:59:00.491481
15.88918685913086,56,2020-02-03 15:59:39.235344
15.889181137084961,57,2020-02-03 16:00:18.116892
15.889181137084961,58,2020-02-03 16:00:57.156497
15.88918685913086,59,2020-02-03 16:01:35.859166
15.889181137084961,60,2020-02-03 16:02:13.001389
15.88917350769043,61,2020-02-03 16:02:50.041585
15.889181137084961,62,2020-02-03 16:03:27.651587
15.889176368713379,63,2020-02-03 16:04:05.114107
15.889163970947266,64,2020-02-03 16:04:43.324541
15.889169692993164,65,2020-02-03 16:05:21.328266
15.889165878295898,66,2020-02-03 16:05:59.343340
15.889162063598633,67,2020-02-03 16:06:37.490973
15.889152526855469,68,2020-02-03 16:07:16.399947
15.889162063598633,69,2020-02-03 16:07:54.590397
15.889159202575684,70,2020-02-03 16:08:33.664477
15.88914966583252,71,2020-02-03 16:09:13.233883
15.889151573181152,72,2020-02-03 16:09:52.679994
15.889165878295898,73,2020-02-03 16:10:32.478362
15.889144897460938,74,2020-02-03 16:11:11.972599
15.889144897460938,75,2020-02-03 16:11:51.661186
15.889161109924316,76,2020-02-03 16:12:32.175481
