train_loss,epoch,created_at
5.8302106857299805,0,2020-02-05 14:48:36.323235
5.830103874206543,1,2020-02-05 14:49:17.178099
5.829907417297363,2,2020-02-05 14:49:57.720110
5.829658031463623,3,2020-02-05 14:50:40.049530
5.829137802124023,4,2020-02-05 14:51:21.133086
5.827612400054932,5,2020-02-05 14:51:58.887793
5.8255391120910645,6,2020-02-05 14:52:37.044144
5.826420307159424,7,2020-02-05 14:53:13.611087
5.825206756591797,8,2020-02-05 14:53:50.587730
5.8240065574646,9,2020-02-05 14:54:27.543448
5.824601650238037,10,2020-02-05 14:55:04.555082
5.824631214141846,11,2020-02-05 14:55:41.060403
5.823852062225342,12,2020-02-05 14:56:18.179091
5.8235297203063965,13,2020-02-05 14:56:55.793297
5.823922157287598,14,2020-02-05 14:57:33.186732
5.8231377601623535,15,2020-02-05 14:58:10.154678
5.823036193847656,16,2020-02-05 14:58:47.152138
5.822194576263428,17,2020-02-05 14:59:23.801374
5.821101665496826,18,2020-02-05 15:00:00.279434
5.819034576416016,19,2020-02-05 15:00:36.857467
5.816375255584717,20,2020-02-05 15:01:14.004142
5.8092122077941895,21,2020-02-05 15:01:50.743695
5.7996110916137695,22,2020-02-05 15:02:27.104733
5.793837547302246,23,2020-02-05 15:03:03.909453
5.775097846984863,24,2020-02-05 15:03:40.915243
5.752565860748291,25,2020-02-05 15:04:18.250287
5.7477850914001465,26,2020-02-05 15:04:55.739504
5.744151592254639,27,2020-02-05 15:05:33.161013
5.716530799865723,28,2020-02-05 15:06:10.380161
5.7437052726745605,29,2020-02-05 15:06:47.357784
5.72963285446167,30,2020-02-05 15:07:24.598613
5.744656562805176,31,2020-02-05 15:08:01.869929
5.718851089477539,32,2020-02-05 15:08:39.150651
5.741549015045166,33,2020-02-05 15:09:16.308707
5.716315269470215,34,2020-02-05 15:09:52.832991
5.725739002227783,35,2020-02-05 15:10:29.391961
5.7271528244018555,36,2020-02-05 15:11:06.126866
5.714961528778076,37,2020-02-05 15:11:43.283444
5.721620082855225,38,2020-02-05 15:12:20.394202
5.723613739013672,39,2020-02-05 15:12:57.438605
5.716712474822998,40,2020-02-05 15:13:34.662749
5.7213640213012695,41,2020-02-05 15:14:12.018013
5.723536968231201,42,2020-02-05 15:14:48.633564
5.718164920806885,43,2020-02-05 15:15:25.791077
5.716930389404297,44,2020-02-05 15:16:02.308122
5.720643043518066,45,2020-02-05 15:16:39.094584
5.715948104858398,46,2020-02-05 15:17:15.731156
5.716009616851807,47,2020-02-05 15:17:52.365083
5.718563556671143,48,2020-02-05 15:18:29.530687
5.715400218963623,49,2020-02-05 15:19:06.962977
5.715097904205322,50,2020-02-05 15:19:44.552803
5.71712064743042,51,2020-02-05 15:20:21.877597
5.714504718780518,52,2020-02-05 15:20:58.964520
5.715997695922852,53,2020-02-05 15:21:36.046239
5.716699600219727,54,2020-02-05 15:22:13.607899
5.714763164520264,55,2020-02-05 15:22:51.195464
5.715760707855225,56,2020-02-05 15:23:28.110329
5.715471267700195,57,2020-02-05 15:24:05.486237
5.71419620513916,58,2020-02-05 15:24:42.760780
5.715307235717773,59,2020-02-05 15:25:19.580611
5.71478271484375,60,2020-02-05 15:25:56.168114
5.7142014503479,61,2020-02-05 15:26:32.657468
5.715085506439209,62,2020-02-05 15:27:09.935407
5.714367389678955,63,2020-02-05 15:27:47.289110
5.714344024658203,64,2020-02-05 15:28:23.926832
5.71486234664917,65,2020-02-05 15:29:00.739126
5.71433687210083,66,2020-02-05 15:29:37.664663
5.714396953582764,67,2020-02-05 15:30:15.055165
5.714640140533447,68,2020-02-05 15:30:52.070913
5.714081764221191,69,2020-02-05 15:31:29.248429
5.714270114898682,70,2020-02-05 15:32:05.773421
5.714294910430908,71,2020-02-05 15:32:42.604659
5.713961601257324,72,2020-02-05 15:33:19.923472
5.714261531829834,73,2020-02-05 15:33:56.983200
5.714111804962158,74,2020-02-05 15:34:34.706687
5.7140092849731445,75,2020-02-05 15:35:11.140765
5.714205741882324,76,2020-02-05 15:35:47.925847
5.713990211486816,77,2020-02-05 15:36:24.572706
5.714066028594971,78,2020-02-05 15:37:02.069118
5.714096546173096,79,2020-02-05 15:37:40.498644
5.713921546936035,80,2020-02-05 15:38:19.649137
5.7140350341796875,81,2020-02-05 15:39:00.126928
5.713922500610352,82,2020-02-05 15:39:38.862096
5.713907241821289,83,2020-02-05 15:40:15.569041
5.713968276977539,84,2020-02-05 15:40:52.319880
5.713871955871582,85,2020-02-05 15:41:29.380114
5.71393346786499,86,2020-02-05 15:42:06.628415
5.713893413543701,87,2020-02-05 15:42:44.213701
5.713857173919678,88,2020-02-05 15:43:21.517174
5.713898181915283,89,2020-02-05 15:43:59.066291
5.713833808898926,90,2020-02-05 15:44:36.106394
5.713853359222412,91,2020-02-05 15:45:13.374743
5.7138447761535645,92,2020-02-05 15:45:50.601181
5.713808059692383,93,2020-02-05 15:46:27.404603
5.7138237953186035,94,2020-02-05 15:47:06.941421
5.713796138763428,95,2020-02-05 15:47:44.615547
5.71380615234375,96,2020-02-05 15:48:22.355221
5.7137956619262695,97,2020-02-05 15:49:01.119582
5.713776111602783,98,2020-02-05 15:49:40.822396
5.7137956619262695,99,2020-02-05 15:50:20.568281
5.713763236999512,100,2020-02-05 15:50:58.009356
